         73528744 function calls (68824215 primitive calls) in 208.417 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       33    0.001    0.000    0.051    0.002 __init__.py:2949(__init__)
      511    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:884(__init__)
        2    0.001    0.000    0.001    0.000 {function Random.seed at 0x1101dd6a8}
       37    0.001    0.000    0.002    0.000 __init__.py:21(add_slots)
     2210    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:321(<genexpr>)
      265    0.001    0.000    0.003    0.000 <frozen importlib._bootstrap>:194(_lock_unlock_module)
  158/105    0.001    0.000    0.008    0.000 pyparsing.py:3898(parseImpl)
      820    0.001    0.000    0.001    0.000 {method 'isocalendar' of 'datetime.date' objects}
      236    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:873(_find_spec_legacy)
       94    0.001    0.000    0.002    0.000 core.py:234(check_label)
       12    0.001    0.000    0.003    0.000 feedparser.py:218(_parsegen)
  389/273    0.001    0.000    0.028    0.000 pyparsing.py:3696(parseImpl)
      655    0.001    0.000    0.001    0.000 {method 'astimezone' of 'datetime.datetime' objects}
        1    0.001    0.001    0.233    0.233 helpers.py:1(<module>)
      117    0.001    0.000    0.002    0.000 scanner.py:1181(scan_flow_scalar_non_spaces)
      921    0.001    0.000    0.001    0.000 database.py:160(name)
        7    0.001    0.000    0.001    0.000 {method 'connect' of '_socket.socket' objects}
    177/2    0.001    0.000    0.020    0.010 composer.py:63(compose_node)
      629    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:792(find_spec)
      124    0.001    0.000    0.001    0.000 posixpath.py:331(normpath)
      127    0.001    0.000    0.015    0.000 specifiers.py:163(contains)
      115    0.001    0.000    0.008    0.000 specifiers.py:413(_compare_equal)
  374/286    0.000    0.000    0.013    0.000 pyparsing.py:1046(wrapper)
      827    0.000    0.000    0.001    0.000 version.py:65(_compare)
       33    0.000    0.000    0.007    0.000 base.py:586(remove_job)
     1842    0.000    0.000    0.000    0.000 py3compat.py:59(_unicode)
      555    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:307(__init__)
      798    0.000    0.000    0.001    0.000 sre_parse.py:168(__setitem__)
      921    0.000    0.000    0.000    0.000 collation.py:216(validate_collation_or_none)
     1028    0.000    0.000    0.001    0.000 sre_parse.py:81(groups)
       60    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:1319(__init__)
      328    0.000    0.000    0.001    0.000 os.py:673(__getitem__)
      556    0.000    0.000    0.019    0.000 parser.py:94(check_event)
      820    0.000    0.000    0.001    0.000 fields.py:106(get_value)
        1    0.000    0.000    0.004    0.004 os.py:977(popen)
        2    0.000    0.000    0.002    0.001 six.py:1(<module>)
       34    0.000    0.000    0.001    0.000 __init__.py:1258(_clear_cache)
       98    0.000    0.000    0.002    0.000 __init__.py:1951(<genexpr>)
       42    0.000    0.000    0.011    0.000 connector.py:881(_create_proxy_connection)
        4    0.000    0.000    0.014    0.004 main.py:24(supervisor)
      117    0.000    0.000    0.003    0.000 scanner.py:1131(scan_flow_scalar)
      503    0.000    0.000    0.000    0.000 {method 'getrandbits' of '_random.Random' objects}
       33    0.000    0.000    0.001    0.000 relativedelta.py:308(__add__)
     1536    0.000    0.000    0.000    0.000 {method 'setdefault' of 'dict' objects}
      471    0.000    0.000    0.001    0.000 {method '__reduce_ex__' of 'object' objects}
      423    0.000    0.000    0.001    0.000 inspect.py:1185(formatannotation)
      399    0.000    0.000    0.000    0.000 {method 'pack' of 'Struct' objects}
       39    0.000    0.000    0.009    0.000 dataclasses.py:445(_init_fn)
    41/40    0.000    0.000    0.073    0.002 <frozen importlib._bootstrap_external>:1040(create_module)
        1    0.000    0.000    0.139    0.139 __init__.py:16(<module>)
       29    0.000    0.000    0.005    0.000 _make.py:858(_make_cmp)
       27    0.000    0.000    0.006    0.000 _make.py:407(__init__)
      339    0.000    0.000    0.001    0.000 intranges.py:38(intranges_contain)
       74    0.000    0.000    0.002    0.000 inspect.py:1792(_signature_bound_method)
      780    0.000    0.000    0.000    0.000 error.py:6(__init__)
       13    0.000    0.000    0.001    0.000 client.py:89(__init__)
       40    0.000    0.000    0.011    0.000 bitmex.py:53(<listcomp>)
      122    0.000    0.000    0.012    0.000 parser.py:476(parse_flow_sequence_entry)
      191    0.000    0.000    0.000    0.000 {built-in method _imp.is_builtin}
      406    0.000    0.000    0.004    0.000 ssl.py:710(write)
       40    0.000    0.000    0.001    0.000 scanner.py:1266(scan_plain)
        1    0.000    0.000    0.037    0.037 shutil.py:5(<module>)
     1016    0.000    0.000    0.000    0.000 version.py:244(<genexpr>)
       67    0.000    0.000    0.002    0.000 typing.py:600(__init__)
       58    0.000    0.000    0.010    0.000 __init__.py:144(__new__)
       28    0.000    0.000    0.004    0.000 _make.py:798(_make_hash)
       26    0.000    0.000    0.004    0.000 _make.py:1026(_make_init)
       33    0.000    0.000    0.002    0.000 arrow.py:505(shift)
      200    0.000    0.000    0.001    0.000 pyparsing.py:2666(parseImpl)
       52    0.000    0.000    0.001    0.000 pyparsing.py:410(__delitem__)
       35    0.000    0.000    0.004    0.000 util.py:315(check_callable_args)
      141    0.000    0.000    0.001    0.000 posixpath.py:154(dirname)
      235    0.000    0.000    0.000    0.000 base.py:761(_lookup_executor)
      120    0.000    0.000    0.002    0.000 bitfinex.py:48(_parse_channel)
        7    0.000    0.000    0.005    0.001 tokenize.py:443(open)
      399    0.000    0.000    0.000    0.000 expressions.py:50(__str__)
      855    0.000    0.000    0.000    0.000 markers.py:49(__str__)
       11    0.000    0.000    0.001    0.000 selector_events.py:273(_remove_reader)
        5    0.000    0.000    0.079    0.016 __init__.py:2877(_compute_dependencies)
       94    0.000    0.000    0.001    0.000 __init__.py:676(add)
        7    0.000    0.000    0.011    0.002 linecache.py:82(updatecache)
       27    0.000    0.000    0.005    0.000 _make.py:267(_transform_attrs)
      241    0.000    0.000    0.001    0.000 util.py:102(convert_to_datetime)
      632    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:719(find_spec)
      164    0.000    0.000    0.001    0.000 scanner.py:292(save_possible_simple_key)
       13    0.000    0.000    0.001    0.000 enum.py:645(<listcomp>)
       40    0.000    0.000    0.012    0.000 bitmex.py:74(<listcomp>)
     1263    0.000    0.000    0.000    0.000 {method 'weekday' of 'datetime.date' objects}
       27    0.000    0.000    0.000    0.000 _make.py:468(<dictcomp>)
      283    0.000    0.000    0.001    0.000 __init__.py:2515(key)
      405    0.000    0.000    0.001    0.000 __init__.py:221(_releaseLock)
       18    0.000    0.000    0.006    0.000 __init__.py:1514(_get)
       14    0.000    0.000    0.001    0.000 tcp_helpers.py:28(tcp_nodelay)
      384    0.000    0.000    0.000    0.000 dataclasses.py:372(_field_init)
      146    0.000    0.000    0.001    0.000 sre_compile.py:492(_get_charset_prefix)
      509    0.000    0.000    0.000    0.000 {method 'discard' of 'set' objects}
     1149    0.000    0.000    0.001    0.000 feedparser.py:128(__next__)
     1914    0.000    0.000    0.000    0.000 version.py:298(_parse_letter_version)
       52    0.000    0.000    0.002    0.000 pyparsing.py:4227(postParse)
      415    0.000    0.000    0.000    0.000 {method 'to_bytes' of 'int' objects}
      161    0.000    0.000    0.001    0.000 parse_conf.py:40(_parse_conf_data)
       22    0.000    0.000    0.001    0.000 threading.py:758(__init__)
       98    0.000    0.000    0.035    0.000 __init__.py:1933(find_on_path)
      313    0.000    0.000    0.004    0.000 sre_parse.py:96(closegroup)
      105    0.000    0.000    0.001    0.000 sre_parse.py:267(getuntil)
      157    0.000    0.000    0.001    0.000 composer.py:88(compose_scalar_node)
       14    0.000    0.000    0.037    0.003 __init__.py:601(add_entry)
      756    0.000    0.000    0.001    0.000 platform.py:1233(python_version)
        1    0.000    0.000    0.051    0.051 requirements.py:4(<module>)
       35    0.000    0.000    0.007    0.000 job.py:41(__init__)
     1515    0.000    0.000    0.015    0.000 platform.py:890(uname)
      399    0.000    0.000    0.000    0.000 {aiohttp._websocket._websocket_mask_cython}
      117    0.000    0.000    0.016    0.000 dataclasses.py:339(_create_fn)
        3    0.000    0.000    0.000    0.000 {built-in method marshal.dumps}
      369    0.000    0.000    0.001    0.000 scanner.py:132(get_token)
      238    0.000    0.000    0.000    0.000 _make.py:595(_add_method_dunders)
        3    0.000    0.000    0.000    0.000 {method 'write' of '_io.FileIO' objects}
      112    0.000    0.000    0.001    0.000 pyparsing.py:732(copy)
      195    0.000    0.000    0.000    0.000 sre_parse.py:76(__init__)
       59    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1433(<setcomp>)
       26    0.000    0.000    0.000    0.000 queues.py:32(__init__)
       47    0.000    0.000    0.089    0.002 main.py:34(schedule_monitors)
      420    0.000    0.000    0.000    0.000 {method 'read' of '_ssl.MemoryBIO' objects}
      177    0.000    0.000    0.001    0.000 constructor.py:53(construct_object)
  160/107    0.000    0.000    0.008    0.000 pyparsing.py:3818(parseImpl)
       33    0.000    0.000    0.001    0.000 relativedelta.py:96(__init__)
       14    0.000    0.000    0.000    0.000 {aiohttp._http_writer._serialize_headers}
      195    0.000    0.000    0.000    0.000 sre_parse.py:903(fix_flags)
        1    0.000    0.000    0.031    0.031 request.py:68(<module>)
       21    0.000    0.000    0.051    0.002 threading.py:534(wait)
       39    0.000    0.000    0.000    0.000 uuid.py:121(__init__)
      716    0.000    0.000    0.000    0.000 {built-in method builtins.chr}
       86    0.000    0.000    0.004    0.000 __init__.py:1316(safe_version)
      379    0.000    0.000    0.000    0.000 platform.py:1065(machine)
      115    0.000    0.000    0.003    0.000 specifiers.py:519(prereleases)
      125    0.000    0.000    0.001    0.000 <string>:1(__init__)
       30    0.000    0.000    0.000    0.000 locks.py:155(__init__)
        8    0.000    0.000    0.001    0.000 main.py:78(parse)
      104    0.000    0.000    0.000    0.000 _make.py:1453(<dictcomp>)
       84    0.000    0.000    0.001    0.000 pyparsing.py:3349(__init__)
      113    0.000    0.000    0.001    0.000 inspect.py:484(unwrap)
       82    0.000    0.000    0.001    0.000 pyparsing.py:3678(__init__)
       14    0.000    0.000    0.001    0.000 selector_events.py:724(__init__)
        1    0.000    0.000    0.026    0.026 pyparsing.py:61(<module>)
       60    0.000    0.000    0.003    0.000 <frozen importlib._bootstrap_external>:1445(path_hook_for_FileFinder)
       51    0.000    0.000    0.001    0.000 selectors.py:69(__getitem__)
        1    0.000    0.000    0.023    0.023 header.py:5(<module>)
       78    0.000    0.000    0.000    0.000 metaprogramming.py:214(create_attribute)
        5    0.000    0.000    0.001    0.000 feedparser.py:471(_parse_headers)
      410    0.000    0.000    0.000    0.000 base.py:23(_apply_jitter)
      108    0.000    0.000    0.001    0.000 scanner.py:467(fetch_flow_entry)
      121    0.000    0.000    0.000    0.000 _make.py:1398(__init__)
      390    0.000    0.000    0.000    0.000 sre_compile.py:595(isstring)
        3    0.000    0.000    0.000    0.000 cookiejar.py:243(_parse_date)
       33    0.000    0.000    0.001    0.000 arrow.py:88(utcnow)
       20    0.000    0.000    0.000    0.000 parse.py:394(urlsplit)
       17    0.000    0.000    0.000    0.000 socket.py:139(__init__)
       14    0.000    0.000    0.001    0.000 client_reqrep.py:596(__init__)
        7    0.000    0.000    0.002    0.000 cookiejar.py:95(update_cookies)
       49    0.000    0.000    0.036    0.001 __init__.py:177(setup_ws_client)
       28    0.000    0.000    0.000    0.000 enum.py:176(<setcomp>)
       69    0.000    0.000    0.001    0.000 pyparsing.py:2371(__init__)
      136    0.000    0.000    0.000    0.000 parse.py:190(_hostinfo)
       26    0.000    0.000    0.001    0.000 _make.py:1172(_attrs_to_init_script)
      904    0.000    0.000    0.000    0.000 markers.py:238(<genexpr>)
       14    0.000    0.000    0.000    0.000 client_proto.py:132(set_response_params)
       25    0.000    0.000    0.005    0.000 pyparsing.py:1227(setParseAction)
      100    0.000    0.000    0.001    0.000 pyparsing.py:2772(parseImpl)
      243    0.000    0.000    0.000    0.000 {method 'add_done_callback' of '_asyncio.Task' objects}
      245    0.000    0.000    0.000    0.000 memory.py:33(get_next_run_time)
       53    0.000    0.000    0.000    0.000 base.py:213(get)
        1    0.000    0.000    0.001    0.001 six.py:21(<module>)
      680    0.000    0.000    0.000    0.000 {method 'pop' of 'list' objects}
        1    0.000    0.000    0.000    0.000 __init__.py:370(_FixedOffset)
        6    0.000    0.000    0.002    0.000 __init__.py:28(__init__)
       21    0.000    0.000    0.001    0.000 bitfinex.py:124(__gen_funding_ticker)
      555    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:424(has_location)
       11    0.000    0.000    0.001    0.000 functools.py:476(decorating_function)
      111    0.000    0.000    0.001    0.000 {built-in method builtins.eval}
      273    0.000    0.000    0.001    0.000 _collections_abc.py:657(get)
      424    0.000    0.000    0.000    0.000 sre_compile.py:65(_combine_flags)
      375    0.000    0.000    0.001    0.000 scanner.py:1418(scan_line_break)
  110/101    0.000    0.000    0.031    0.000 pyparsing.py:3962(parseImpl)
   131/65    0.000    0.000    0.004    0.000 pyparsing.py:3322(copy)
       26    0.000    0.000    0.001    0.000 selectors.py:516(register)
      243    0.000    0.000    0.000    0.000 __init__.py:2663(__getattr__)
      310    0.000    0.000    0.000    0.000 {method 'insert' of 'list' objects}
      327    0.000    0.000    0.000    0.000 {method 'splitlines' of 'str' objects}
      484    0.000    0.000    0.000    0.000 {method 'toordinal' of 'datetime.date' objects}
       13    0.000    0.000    0.004    0.000 pyparsing.py:2612(__init__)
     1106    0.000    0.000    0.000    0.000 pyparsing.py:294(__getitem__)
       42    0.000    0.000    0.013    0.000 connector.py:394(connect)
       86    0.000    0.000    0.005    0.000 __init__.py:2443(__init__)
      465    0.000    0.000    0.001    0.000 version.py:53(__eq__)
       89    0.000    0.000    0.009    0.000 __init__.py:2355(parse)
       30    0.000    0.000    0.001    0.000 depth.py:77(__init__)
        1    0.000    0.000    0.029    0.029 __init__.py:65(<module>)
     1000    0.000    0.000    0.000    0.000 py3compat.py:36(b)
      330    0.000    0.000    0.001    0.000 os.py:751(encode)
      353    0.000    0.000    0.000    0.000 enum.py:26(_is_dunder)
      190    0.000    0.000    0.012    0.000 traceback.py:278(line)
        1    0.000    0.000    0.004    0.004 _encoded_words.py:6(<module>)
      272    0.000    0.000    0.000    0.000 reader.py:94(prefix)
       54    0.000    0.000    0.000    0.000 typing.py:110(_type_check)
       27    0.000    0.000    0.021    0.001 _make.py:725(wrap)
       28    0.000    0.000    0.001    0.000 __init__.py:872(with_fragment)
      471    0.000    0.000    0.000    0.000 copyreg.py:87(__newobj__)
       14    0.000    0.000    0.001    0.000 selector_events.py:589(__init__)
      617    0.000    0.000    0.000    0.000 inspect.py:2792(<genexpr>)
      195    0.000    0.000    0.006    0.000 __init__.py:2622(_get_metadata)
       52    0.000    0.000    0.000    0.000 _make.py:1522(__init__)
      172    0.000    0.000    0.002    0.000 version.py:74(__init__)
       51    0.000    0.000    0.001    0.000 selectors.py:180(get_key)
  261/220    0.000    0.000    0.000    0.000 {built-in method builtins.hash}
       26    0.000    0.000    0.014    0.001 scheduler.py:16(run_later)
       70    0.000    0.000    0.000    0.000 pyparsing.py:2887(parseImpl)
      237    0.000    0.000    0.000    0.000 {method 'replace' of 'str' objects}
       19    0.000    0.000    0.001    0.000 selector_events.py:258(_add_reader)
      129    0.000    0.000    0.015    0.000 __init__.py:2705(get_entry_map)
      452    0.000    0.000    0.000    0.000 markers.py:203(_get_env)
      378    0.000    0.000    0.001    0.000 markers.py:241(format_full_version)
      495    0.000    0.000    0.000    0.000 typing.py:587(_is_dunder)
       35    0.000    0.000    0.089    0.003 base.py:884(_create_plugin_instance)
       35    0.000    0.000    0.004    0.000 base_events.py:847(create_connection)
       77    0.000    0.000    0.001    0.000 parse.py:154(hostname)
        2    0.000    0.000    0.000    0.000 {method 'ParseFile' of 'pyexpat.xmlparser' objects}
      198    0.000    0.000    0.002    0.000 genericpath.py:16(exists)
       14    0.000    0.000    0.003    0.000 client_reqrep.py:185(__init__)
    48/18    0.000    0.000    0.001    0.000 markers.py:148(_format_marker)
       13    0.000    0.000    0.000    0.000 connector.py:160(__init__)
      219    0.000    0.000    0.000    0.000 version.py:289(is_prerelease)
       70    0.000    0.000    0.000    0.000 enum.py:439(_get_mixins_)
       33    0.000    0.000    0.011    0.000 __init__.py:48(raw_logger)
      891    0.000    0.000    0.000    0.000 {method 'isidentifier' of 'str' objects}
      378    0.000    0.000    0.000    0.000 platform.py:1047(release)
       86    0.000    0.000    0.006    0.000 __init__.py:1922(_by_version)
      268    0.000    0.000    0.000    0.000 dataclasses.py:305(field)
      668    0.000    0.000    0.000    0.000 trades.py:87(get_unique_indexes)
    61/11    0.000    0.000    0.004    0.000 pyparsing.py:3247(leaveWhitespace)
      391    0.000    0.000    0.000    0.000 sre_compile.py:453(_get_iscased)
   180/38    0.000    0.000    0.001    0.000 parse_conf.py:66(parse_conf_data)
        1    0.000    0.000    0.004    0.004 subprocess.py:1360(_execute_child)
       27    0.000    0.000    0.004    0.000 pyparsing.py:1016(_trim_arity)
       44    0.000    0.000    0.000    0.000 __init__.py:1221(_fixupParents)
       28    0.000    0.000    0.003    0.000 _make.py:196(_make_attr_tuple_class)
  150/127    0.000    0.000    0.008    0.000 specifiers.py:267(wrapped)
       21    0.000    0.000    0.000    0.000 {method 'setsockopt' of '_socket.socket' objects}
       94    0.000    0.000    0.000    0.000 core.py:67(check_bidi)
       86    0.000    0.000    0.005    0.000 __init__.py:1928(<listcomp>)
      504    0.000    0.000    0.000    0.000 pyparsing.py:292(__init__)
    53/35    0.000    0.000    0.049    0.001 pyparsing.py:1571(parseString)
       38    0.000    0.000    0.000    0.000 sre_compile.py:432(_generate_overlap_table)
       35    0.000    0.000    0.005    0.000 connector.py:816(_wrap_create_connection)
     1276    0.000    0.000    0.000    0.000 _structures.py:33(__neg__)
       80    0.000    0.000    0.001    0.000 metaprogramming.py:27(asynchronize)
        1    0.000    0.000    0.000    0.000 process.py:10(<module>)
     1470    0.000    0.000    0.000    0.000 inspect.py:2522(kind)
      268    0.000    0.000    0.000    0.000 dataclasses.py:229(__init__)
      690    0.000    0.000    0.001    0.000 {built-in method builtins.all}
       14    0.000    0.000    0.004    0.000 enum.py:386(_create_)
    87/84    0.000    0.000    0.002    0.000 typing.py:245(inner)
      339    0.000    0.000    0.000    0.000 {built-in method _bisect.bisect_left}
      119    0.000    0.000    0.001    0.000 __init__.py:1308(safe_name)
      115    0.000    0.000    0.001    0.000 version.py:283(local)
       20    0.000    0.000    0.051    0.003 threading.py:264(wait)
      624    0.000    0.000    0.000    0.000 pyparsing.py:435(__bool__)
      384    0.000    0.000    0.000    0.000 dataclasses.py:426(_init_param)
       40    0.000    0.000    0.013    0.000 bitmex.py:72(_handle_quote_bin)
        7    0.000    0.000    0.000    0.000 {method '_wrap_bio' of '_ssl._SSLContext' objects}
       42    0.000    0.000    0.011    0.000 connector.py:747(_create_connection)
      104    0.000    0.000    0.001    0.000 __init__.py:1461(_fn)
      254    0.000    0.000    0.000    0.000 six.py:141(__init__)
       26    0.000    0.000    0.000    0.000 selectors.py:234(register)
        7    0.000    0.000    0.001    0.000 sslproto.py:618(_on_handshake_complete)
       94    0.000    0.000    0.002    0.000 core.py:294(ulabel)
        2    0.000    0.000    0.028    0.014 base.py:81(_read)
      380    0.000    0.000    0.015    0.000 platform.py:1028(system)
       66    0.000    0.000    0.051    0.001 __init__.py:2926(parse_requirements)
        7    0.000    0.000    0.007    0.001 core.py:315(uts46_remap)
       86    0.000    0.000    0.002    0.000 genericpath.py:39(isdir)
      213    0.000    0.000    0.000    0.000 {method 'result' of '_asyncio.Task' objects}
      511    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:909(get_filename)
      534    0.000    0.000    0.000    0.000 {method 'get' of 'mappingproxy' objects}
       69    0.000    0.000    0.000    0.000 codecs.py:319(decode)
       14    0.000    0.000    0.001    0.000 client_reqrep.py:465(write_bytes)
       51    0.000    0.000    0.001    0.000 __init__.py:2721(insert_on)
       33    0.000    0.000    0.000    0.000 specifiers.py:591(__init__)
     1542    0.000    0.000    0.000    0.000 pyparsing.py:1343(postParse)
        9    0.000    0.000    0.000    0.000 __init__.py:105(_increment_field_value)
      100    0.000    0.000    0.000    0.000 {method 'translate' of 'bytearray' objects}
       91    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha1}
        1    0.000    0.000    0.043    0.043 tempfile.py:24(<module>)
        1    0.000    0.000    0.000    0.000 http_websocket.py:535(WebSocketWriter)
     1000    0.000    0.000    0.000    0.000 {built-in method _codecs.latin_1_encode}
        7    0.000    0.000    0.013    0.002 composer.py:99(compose_sequence_node)
       14    0.000    0.000    0.001    0.000 client_reqrep.py:306(update_auto_headers)
      885    0.000    0.000    0.000    0.000 {built-in method _sre.unicode_iscased}
       63    0.000    0.000    0.000    0.000 {method 'add' of 'multidict._multidict.MultiDict' objects}
   131/65    0.000    0.000    0.003    0.000 pyparsing.py:3324(<listcomp>)
      472    0.000    0.000    0.000    0.000 __init__.py:162(register_channel)
       78    0.000    0.000    0.000    0.000 dataclasses.py:336(<listcomp>)
      157    0.000    0.000    0.000    0.000 functools.py:67(wraps)
      162    0.000    0.000    0.000    0.000 _policybase.py:293(header_source_parse)
      480    0.000    0.000    0.000    0.000 pyparsing.py:2112(__str__)
       27    0.000    0.000    0.021    0.001 pyparsing.py:2738(__init__)
      487    0.000    0.000    0.000    0.000 {method 'bit_length' of 'int' objects}
       33    0.000    0.000    0.001    0.000 pyparsing.py:3424(parseImpl)
      494    0.000    0.000    0.000    0.000 {method 'partition' of 'str' objects}
       18    0.000    0.000    0.000    0.000 selectors.py:532(unregister)
       37    0.000    0.000    0.003    0.000 base.py:488(set)
       27    0.000    0.000    0.005    0.000 _make.py:584(add_cmp)
       80    0.000    0.000    0.001    0.000 metaprogramming.py:170(create_attribute)
     12/9    0.000    0.000    0.001    0.000 posixpath.py:393(_joinrealpath)
      263    0.000    0.000    0.001    0.000 pyparsing.py:621(__getattr__)
       28    0.000    0.000    0.000    0.000 enum.py:484(_find_new_)
        7    0.000    0.000    0.003    0.000 __init__.py:26(__init__)
        3    0.000    0.000    0.001    0.000 cookies.py:536(__parse_string)
       77    0.000    0.000    0.000    0.000 socket.py:97(_intenum_converter)
       74    0.000    0.000    0.009    0.000 inspect.py:2816(from_callable)
      104    0.000    0.000    0.002    0.000 files.py:5(_walk_to_root)
       35    0.000    0.000    0.001    0.000 uuid.py:740(uuid4)
      190    0.000    0.000    0.000    0.000 {method 'rsplit' of 'str' objects}
      416    0.000    0.000    0.000    0.000 pyparsing.py:3540(<genexpr>)
        1    0.000    0.000    0.020    0.020 pool.py:15(<module>)
      177    0.000    0.000    0.000    0.000 resolver.py:143(resolve)
       69    0.000    0.000    0.000    0.000 {built-in method _codecs.utf_8_decode}
      127    0.000    0.000    0.000    0.000 specifiers.py:136(_get_operator)
       83    0.000    0.000    0.000    0.000 {method 'update' of '_hashlib.HASH' objects}
       53    0.000    0.000    0.000    0.000 pyparsing.py:1530(resetCache)
       49    0.000    0.000    0.001    0.000 socket.py:432(family)
       35    0.000    0.000    0.001    0.000 memory.py:39(add_job)
       52    0.000    0.000    0.000    0.000 _make.py:62(attrib)
      382    0.000    0.000    0.000    0.000 platform.py:1220(python_implementation)
       86    0.000    0.000    0.000    0.000 __init__.py:1830(__init__)
       30    0.000    0.000    0.000    0.000 scanner.py:542(fetch_value)
       20    0.000    0.000    0.003    0.000 files.py:23(find_file)
       83    0.000    0.000    0.000    0.000 {method 'hexdigest' of '_hashlib.HASH' objects}
        1    0.000    0.000    0.005    0.005 ntpath.py:6(<module>)
       21    0.000    0.000    0.016    0.001 __init__.py:636(iter_entry_points)
      353    0.000    0.000    0.000    0.000 enum.py:34(_is_sunder)
      117    0.000    0.000    0.004    0.000 scanner.py:654(fetch_flow_scalar)
      657    0.000    0.000    0.000    0.000 dataclasses.py:351(<genexpr>)
       19    0.000    0.000    0.000    0.000 {built-in method _warnings.warn}
       83    0.000    0.000    0.002    0.000 pyparsing.py:1780(__add__)
       14    0.000    0.000    0.000    0.000 client.py:695(_prepare_headers)
      110    0.000    0.000    0.011    0.000 linecache.py:15(getline)
      267    0.000    0.000    0.000    0.000 enum.py:18(_is_descriptor)
        1    0.000    0.000    0.004    0.004 message.py:105(Message)
       45    0.000    0.000    0.000    0.000 __init__.py:1290(__init__)
      110    0.000    0.000    0.011    0.000 linecache.py:37(getlines)
       14    0.000    0.000    0.000    0.000 streams.py:91(__init__)
       13    0.000    0.000    0.001    0.000 connector.py:630(__init__)
      378    0.000    0.000    0.000    0.000 platform.py:1056(version)
    22/19    0.000    0.000    0.001    0.000 typing.py:337(__getitem__)
      127    0.000    0.000    0.003    0.000 specifiers.py:139(_coerce_version)
    79/64    0.000    0.000    0.001    0.000 pyparsing.py:3393(__str__)
        8    0.000    0.000    0.000    0.000 {built-in method builtins.dir}
       41    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1048(exec_module)
     1123    0.000    0.000    0.000    0.000 inspect.py:2510(name)
       20    0.000    0.000    0.009    0.000 __init__.py:2384(parse_group)
        4    0.000    0.000    0.112    0.028 __init__.py:15(<module>)
        2    0.000    0.000    0.001    0.001 bitfinex.py:3(<module>)
       19    0.000    0.000    0.000    0.000 types.py:237(coroutine)
       27    0.000    0.000    0.001    0.000 functional.py:205(inner)
       18    0.000    0.000    0.006    0.000 __init__.py:1400(get_metadata)
       93    0.000    0.000    0.006    0.000 __init__.py:3036(split_sections)
      434    0.000    0.000    0.000    0.000 util.py:311(repr_escape)
      511    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:719(create_module)
       74    0.000    0.000    0.009    0.000 inspect.py:3068(signature)
      714    0.000    0.000    0.000    0.000 version.py:352(<lambda>)
        4    0.000    0.000    0.000    0.000 traceback.py:380(format)
        1    0.000    0.000    0.002    0.002 tokenize.py:21(<module>)
       28    0.000    0.000    0.002    0.000 base_events.py:979(_create_connection_transport)
        1    0.000    0.000    0.005    0.005 charset.py:6(<module>)
        1    0.000    0.000    0.002    0.002 markers.py:4(<module>)
        1    0.000    0.000    0.033    0.033 box.py:7(<module>)
        1    0.000    0.000    0.007    0.007 errors.py:5(<module>)
       35    0.000    0.000    0.000    0.000 ipaddress.py:1631(_ip_int_from_string)
       14    0.000    0.000    0.001    0.000 client_reqrep.py:246(connection_key)
       59    0.000    0.000    0.000    0.000 pyparsing.py:2785(__str__)
        1    0.000    0.000    0.001    0.001 status_codes.py:104(_init)
        7    0.000    0.000    0.004    0.001 tokenize.py:350(detect_encoding)
      117    0.000    0.000    0.000    0.000 dataclasses.py:702(_set_new_attribute)
      550    0.000    0.000    0.000    0.000 _bitmex.py:38(get_unique_indexes)
      115    0.000    0.000    0.001    0.000 version.py:266(public)
      235    0.000    0.000    0.000    0.000 base.py:31(<lambda>)
       26    0.000    0.000    0.004    0.000 traceback.py:196(extract_stack)
       28    0.000    0.000    0.004    0.000 connector.py:831(_create_direct_connection)
      268    0.000    0.000    0.000    0.000 pyparsing.py:483(haskeys)
        1    0.000    0.000    0.011    0.011 pyparsing.py:5353(pyparsing_common)
      268    0.000    0.000    0.000    0.000 dataclasses.py:547(_is_classvar)
        2    0.000    0.000    0.048    0.024 okex_spot.py:3(<module>)
       74    0.000    0.000    0.001    0.000 inspect.py:2830(replace)
        1    0.000    0.000    0.001    0.001 fnmatch.py:11(<module>)
       40    0.000    0.000    0.012    0.000 bitmex.py:51(_handle_trade_bin)
      991    0.000    0.000    0.000    0.000 {method 'isupper' of 'str' objects}
      112    0.000    0.000    0.001    0.000 posixpath.py:369(abspath)
      121    0.000    0.000    0.001    0.000 pyparsing.py:2327(__init__)
