         73528744 function calls (68824215 primitive calls) in 208.417 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       18    0.000    0.000    0.000    0.000 client_proto.py:157(_reschedule_timeout)
       33    0.000    0.000    0.000    0.000 specifiers.py:624(__hash__)
       33    0.000    0.000    0.000    0.000 requirements.py:57(<lambda>)
        1    0.000    0.000    0.000    0.000 pyparsing.py:301(ParseResults)
      102    0.000    0.000    0.000    0.000 pyparsing.py:1340(parseImpl)
       97    0.000    0.000    0.000    0.000 pyparsing.py:4740(<genexpr>)
        1    0.000    0.000    0.001    0.001 filepost.py:1(<module>)
       24    0.000    0.000    0.000    0.000 structures.py:46(__setitem__)
       21    0.000    0.000    0.000    0.000 dataclasses.py:266(__set_name__)
       22    0.000    0.000    0.000    0.000 binance.py:112(register_ticker)
       18    0.000    0.000    0.000    0.000 huobi.py:115(register_ticker)
        1    0.000    0.000    0.000    0.000 okex_future.py:23(OkexFutureMonitor)
        1    0.000    0.000    0.000    0.000 client_options.py:141(ClientOptions)
        1    0.000    0.000    0.000    0.000 core.py:344(AgnosticDatabase)
       75    0.000    0.000    0.000    0.000 enum.py:614(name)
        1    0.000    0.000    0.000    0.000 socket.py:133(socket)
      121    0.000    0.000    0.000    0.000 ssl.py:129(<lambda>)
      121    0.000    0.000    0.000    0.000 ssl.py:134(<lambda>)
        1    0.000    0.000    0.000    0.000 futures.py:32(Future)
        1    0.000    0.000    0.053    0.053 base.py:560(execute_loaders)
        8    0.000    0.000    0.000    0.000 six.py:195(load_module)
        1    0.000    0.000    0.000    0.000 scanner.py:46(Scanner)
    26/15    0.000    0.000    0.000    0.000 constructor.py:395(construct_yaml_map)
        8    0.000    0.000    0.000    0.000 typing.py:634(__repr__)
       29    0.000    0.000    0.000    0.000 _make.py:859(<listcomp>)
        7    0.000    0.000    0.000    0.000 __init__.py:325(is_default_port)
       14    0.000    0.000    0.000    0.000 __init__.py:390(user)
       28    0.000    0.000    0.000    0.000 parse.py:150(password)
       21    0.000    0.000    0.000    0.000 client_reqrep.py:261(port)
        1    0.000    0.000    0.000    0.000 response.py:37(addclosehook)
        1    0.000    0.000    0.001    0.001 escprober.py:28(<module>)
        1    0.000    0.000    0.001    0.001 frozenlist.py:1(<module>)
       12    0.000    0.000    0.009    0.001 __init__.py:1907(_by_version_descending)
       12    0.000    0.000    0.000    0.000 pyparsing.py:2004(suppress)
        1    0.000    0.000    0.000    0.000 base.py:85(configure)
        1    0.000    0.000    0.001    0.001 job.py:1(<module>)
        1    0.000    0.000    0.000    0.000 url.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _collections.py:1(<module>)
        1    0.000    0.000    0.000    0.000 exceptions.py:8(<module>)
        3    0.000    0.000    0.000    0.000 core.py:1524(_parse_decls)
        1    0.000    0.000    0.000    0.000 bibox.py:3(<module>)
       22    0.000    0.000    0.000    0.000 binance.py:104(register_kline)
        1    0.000    0.000    0.000    0.000 bitstamp.py:3(<module>)
        1    0.000    0.000    0.001    0.001 cointiger.py:3(<module>)
       22    0.000    0.000    0.000    0.000 okex_spot.py:108(register_trades)
        1    0.000    0.000    0.000    0.000 periodic_executor.py:53(open)
        1    0.000    0.000    0.000    0.000 server_description.py:15(<module>)
        1    0.000    0.000    0.000    0.000 motor_gridfs.py:41(AgnosticGridOutCursor)
        1    0.000    0.000    0.000    0.000 motor_gridfs.py:269(AgnosticGridIn)
        1    0.000    0.000    0.000    0.000 context.py:30(BaseContext)
        1    0.000    0.000    0.000    0.000 thread.py:113(__init__)
        3    0.000    0.000    0.000    0.000 weakref.py:109(remove)
        2    0.000    0.000    0.009    0.005 traceback.py:57(extract_tb)
        1    0.000    0.000    0.003    0.003 traceback.py:1(<module>)
        8    0.000    0.000    0.000    0.000 socket.py:416(close)
        1    0.000    0.000    0.000    0.000 ssl.py:379(SSLContext)
       39    0.000    0.000    0.000    0.000 inspect.py:276(isbuiltin)
        1    0.000    0.000    0.000    0.000 subprocess.py:1(<module>)
        7    0.000    0.000    0.000    0.000 selector_events.py:923(_call_connection_lost)
       22    0.000    0.000    0.000    0.000 base.py:269(get_environ)
        3    0.000    0.000    0.000    0.000 {method 'timestamp' of 'datetime.datetime' objects}
        7    0.000    0.000    0.000    0.000 box.py:926(box_it_up)
        1    0.000    0.000    0.000    0.000 __init__.py:21(MonitorAbstract)
        4    0.000    0.000    0.000    0.000 typing.py:816(__class_getitem__)
        1    0.000    0.000    0.002    0.002 parser.py:21(DateTimeParser)
        1    0.000    0.000    0.002    0.002 parser.py:2(<module>)
       79    0.000    0.000    0.000    0.000 _make.py:417(<genexpr>)
       50    0.000    0.000    0.000    0.000 _make.py:1165(_is_slot_attr)
        7    0.000    0.000    0.000    0.000 client_reqrep.py:451(keep_alive)
        3    0.000    0.000    0.000    0.000 cookies.py:348(set)
        7    0.000    0.000    0.000    0.000 helpers.py:112(from_url)
        1    0.000    0.000    0.000    0.000 euctwprober.py:28(<module>)
       21    0.000    0.000    0.000    0.000 connector.py:82(transport)
        7    0.000    0.000    0.001    0.000 __init__.py:2218(normalize_path)
        2    0.000    0.000    0.000    0.000 plistlib.py:248(__init__)
        1    0.000    0.000    0.001    0.001 expat.py:1(<module>)
        1    0.000    0.000    0.000    0.000 appdirs.py:9(<module>)
       29    0.000    0.000    0.000    0.000 specifiers.py:725(<genexpr>)
     12/2    0.000    0.000    0.000    0.000 pyparsing.py:1885(makeOptionalList)
      2/1    0.000    0.000    0.003    0.003 sysconfig.py:509(get_config_vars)
        1    0.000    0.000    0.000    0.000 connection.py:103(_has_ipv6)
        6    0.000    0.000    0.000    0.000 core.py:748(__init__)
        1    0.000    0.000    0.000    0.000 coinbase_pro.py:3(<module>)
        1    0.000    0.000    0.000    0.000 lbank.py:3(<module>)
       24    0.000    0.000    0.000    0.000 okex_future.py:121(register_trades)
        1    0.000    0.000    0.000    0.000 queues.py:3(<module>)
        1    0.000    0.000    0.000    0.000 py3compat.py:15(<module>)
        1    0.000    0.000    0.003    0.003 decimal.py:2(<module>)
        1    0.000    0.000    0.000    0.000 cursor.py:106(Cursor)
        1    0.000    0.000    0.000    0.000 cursor_manager.py:28(<module>)
        1    0.000    0.000    0.000    0.000 settings.py:29(__init__)
        1    0.000    0.000    0.001    0.001 settings.py:15(<module>)
        1    0.000    0.000    0.000    0.000 monitor.py:15(<module>)
       33    0.000    0.000    0.000    0.000 {method 'mro' of 'type' objects}
       13    0.000    0.000    0.000    0.000 {built-in method builtins.locals}
       14    0.000    0.000    0.000    0.000 {built-in method _socket.inet_pton}
       69    0.000    0.000    0.000    0.000 signal.py:22(<lambda>)
        1    0.000    0.000    0.001    0.001 struct.py:3(<module>)
       11    0.000    0.000    0.000    0.000 futures.py:284(_set_result_unless_cancelled)
        1    0.000    0.000    0.002    0.002 scanner.py:2(<module>)
        1    0.000    0.000    0.000    0.000 box.py:251(Box)
        1    0.000    0.000    0.000    0.000 {built-in method fromtimestamp}
       20    0.000    0.000    0.000    0.000 nodes.py:36(__init__)
        4    0.000    0.000    0.001    0.000 reader.py:177(update_raw)
       25    0.000    0.000    0.000    0.000 constructor.py:145(add_constructor)
        1    0.000    0.000    0.000    0.000 json_loader.py:2(<module>)
       28    0.000    0.000    0.000    0.000 {method 'items' of 'multidict._multidict._Base' objects}
        1    0.000    0.000    0.009    0.009 filters.py:3(<module>)
        2    0.000    0.000    0.001    0.000 _make.py:947(_add_cmp)
        1    0.000    0.000    0.000    0.000 _funcs.py:1(<module>)
       94    0.000    0.000    0.000    0.000 ipaddress.py:550(__int__)
       14    0.000    0.000    0.000    0.000 client_reqrep.py:442(update_proxy)
        1    0.000    0.000    0.000    0.000 client_reqrep.py:157(ClientRequest)
        1    0.000    0.000    0.000    0.000 charset.py:167(Charset)
        1    0.000    0.000    0.000    0.000 _compression.py:1(<module>)
        1    0.000    0.000    0.000    0.000 request.py:1663(URLopener)
        1    0.000    0.000    0.000    0.000 connector.py:141(BaseConnector)
        7    0.000    0.000    0.000    0.000 cookiejar.py:61(__iter__)
        1    0.000    0.000    0.004    0.004 sysconfig.py:598(get_platform)
        1    0.000    0.000    0.000    0.000 lazy.py:1(<module>)
        3    0.000    0.000    0.000    0.000 core.py:1454(__init__)
        1    0.000    0.000    0.000    0.000 bithump.py:3(<module>)
        1    0.000    0.000    0.000    0.000 gzip.py:4(<module>)
        1    0.000    0.000    0.000    0.000 _bitmex.py:107(BitmexInstrument)
        1    0.000    0.000    0.000    0.000 scheduler.py:31(create_scheduler)
        4    0.000    0.000    0.000    0.000 codec_options.py:104(__new__)
        1    0.000    0.000    0.000    0.000 son.py:32(SON)
        1    0.000    0.000    0.000    0.000 raw_bson.py:16(<module>)
        1    0.000    0.000    0.000    0.000 command_cursor.py:15(<module>)
       37    0.000    0.000    0.000    0.000 __init__.py:22(<genexpr>)
       16    0.000    0.000    0.000    0.000 expressions.py:19(__init__)
       14    0.000    0.000    0.002    0.000 six.py:80(_import_module)
        2    0.000    0.000    0.000    0.000 {built-in method posix.register_at_fork}
        3    0.000    0.000    0.000    0.000 codecs.py:94(__new__)
        3    0.000    0.000    0.000    0.000 functools.py:186(total_ordering)
       20    0.000    0.000    0.000    0.000 enum.py:898(_power_of_two)
       25    0.000    0.000    0.000    0.000 base_events.py:600(is_closed)
        7    0.000    0.000    0.000    0.000 client.py:770(closed)
       14    0.000    0.000    0.000    0.000 client.py:835(__await__)
        2    0.000    0.000    0.009    0.005 traceback.py:53(format_tb)
        1    0.000    0.000    0.000    0.000 {method 'bind' of '_socket.socket' objects}
        1    0.000    0.000    0.000    0.000 ssl.py:781(SSLSocket)
       18    0.000    0.000    0.000    0.000 inspect.py:171(isgeneratorfunction)
       26    0.000    0.000    0.000    0.000 inspect.py:478(getmro)
        7    0.000    0.000    0.000    0.000 sslproto.py:289(__init__)
        7    0.000    0.000    0.000    0.000 sslproto.py:458(_set_app_protocol)
        1    0.000    0.000    0.000    0.000 selector_events.py:111(_make_self_pipe)
        3    0.000    0.000    0.002    0.001 base.py:515(update)
        1    0.000    0.000    0.000    0.000 win.py:2(<module>)
       26    0.000    0.000    0.000    0.000 _make.py:1028(<listcomp>)
        7    0.000    0.000    0.000    0.000 ipaddress.py:396(compressed)
       25    0.000    0.000    0.000    0.000 ipaddress.py:476(_prefix_from_prefix_string)
        1    0.000    0.000    0.000    0.000 __init__.py:5(HTTPStatus)
        1    0.000    0.000    0.000    0.000 __init__.py:5(<module>)
        1    0.000    0.000    0.000    0.000 feedparser.py:45(BufferedSubFile)
        1    0.000    0.000    0.000    0.000 _parseaddr.py:203(AddrlistClass)
        1    0.000    0.000    0.000    0.000 client.py:106(<dictcomp>)
        1    0.000    0.000    0.000    0.000 formdata.py:1(<module>)
        1    0.000    0.000    0.000    0.000 gb2312prober.py:28(<module>)
        1    0.000    0.000    0.000    0.000 euckrprober.py:28(<module>)
        1    0.000    0.000    0.000    0.000 langhebrewmodel.py:38(<module>)
        7    0.000    0.000    0.000    0.000 connector.py:98(_notify_release)
        7    0.000    0.000    0.000    0.000 connector.py:366(_available_connections)
        7    0.000    0.000    0.000    0.000 connector.py:807(_get_fingerprint)
       14    0.000    0.000    0.000    0.000 base_protocol.py:55(_drain_helper)
        1    0.000    0.000    0.025    0.025 __init__.py:559(_build_master)
       10    0.000    0.000    0.010    0.001 __init__.py:2996(parse)
       10    0.000    0.000    0.000    0.000 pyparsing.py:2922(__str__)
       76    0.000    0.000    0.000    0.000 pyparsing.py:4342(postParse)
       16    0.000    0.000    0.000    0.000 markers.py:160(<genexpr>)
        1    0.000    0.000    0.000    0.000 asyncio.py:46(_configure)
        1    0.000    0.000    0.000    0.000 socks.py:23(<module>)
        1    0.000    0.000    0.001    0.001 sdk.py:3(<module>)
        1    0.000    0.000    0.000    0.000 globals.py:1(<module>)
        1    0.000    0.000    0.000    0.000 bittrex.py:3(<module>)
        1    0.000    0.000    0.000    0.000 bitZ.py:3(<module>)
        1    0.000    0.000    0.000    0.000 zb.py:3(<module>)
        1    0.000    0.000    0.001    0.001 bitfinex.py:31(__init__)
        1    0.000    0.000    0.000    0.000 server_description.py:33(ServerDescription)
       11    0.000    0.000    0.000    0.000 metaprogramming.py:241(create_attribute)
        1    0.000    0.000    0.000    0.000 date.py:1(<module>)
        4    0.000    0.000    0.000    0.000 traceback.py:531(format_exception_only)
        1    0.000    0.000    0.000    0.000 {built-in method _socket.socketpair}
        1    0.000    0.000    0.000    0.000 subprocess.py:1503(_handle_exitstatus)
       39    0.000    0.000    0.000    0.000 inspect.py:90(ismethoddescriptor)
        1    0.000    0.000    0.000    0.000 events.py:629(__init__)
        1    0.000    0.000    0.000    0.000 queues.py:1(<module>)
        7    0.000    0.000    0.000    0.000 selector_events.py:347(remove_writer)
        3    0.000    0.000    0.000    0.000 six.py:164(_SixMetaPathImporter)
        1    0.000    0.000    0.046    0.046 parse_conf.py:1(<module>)
       66    0.000    0.000    0.000    0.000 box.py:188(_conversion_checks)
       66    0.000    0.000    0.000    0.000 box.py:324(__add_ordered)
       40    0.000    0.000    0.000    0.000 box.py:487(__create_lineage)
        1    0.000    0.000    0.000    0.000 uuid.py:69(UUID)
        6    0.000    0.000    0.000    0.000 reader.py:146(update)
        1    0.000    0.000    0.000    0.000 emitter.py:31(Emitter)
        1    0.000    0.000    0.001    0.001 yaml_loader.py:2(<module>)
        3    0.000    0.000    0.000    0.000 _common.py:128(_validate_fromutc_inputs)
        1    0.000    0.000    0.000    0.000 relativedelta.py:18(relativedelta)
       72    0.000    0.000    0.000    0.000 ipaddress.py:417(_check_int_address)
        1    0.000    0.000    0.001    0.001 ipaddress.py:1559(_IPv4Constants)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1593(_BaseV6)
        1    0.000    0.000    0.000    0.000 client_exceptions.py:1(<module>)
       37    0.000    0.000    0.000    0.000 cookies.py:478(__init__)
        1    0.000    0.000    0.000    0.000 netrc.py:22(netrc)
        1    0.000    0.000    0.000    0.000 socketserver.py:387(TCPServer)
        7    0.000    0.000    0.000    0.000 {method 'feed_eof' of 'aiohttp._http_parser.HttpParser' objects}
        1    0.000    0.000    0.000    0.000 cp949prober.py:28(<module>)
        7    0.000    0.000    0.000    0.000 client_proto.py:117(set_exception)
        8    0.000    0.000    0.000    0.000 __init__.py:935(markers_pass)
        7    0.000    0.000    0.000    0.000 specifiers.py:266(_require_version_compare)
       17    0.000    0.000    0.000    0.000 pyparsing.py:2710(charsAsStr)
        1    0.000    0.000    0.000    0.000 timeout.py:1(<module>)
        1    0.000    0.000    0.001    0.001 idna.py:3(<module>)
        1    0.000    0.000    0.001    0.001 status_codes.py:18(<module>)
        1    0.000    0.000    0.000    0.000 parser.py:17(<module>)
        1    0.000    0.000    0.000    0.000 gateio.py:3(<module>)
        1    0.000    0.000    0.000    0.000 dbref.py:23(DBRef)
        1    0.000    0.000    0.001    0.001 dbref.py:15(<module>)
        1    0.000    0.000    0.000    0.000 objectid.py:55(_machine_bytes)
        1    0.000    0.000    0.000    0.000 regex.py:16(<module>)
        1    0.000    0.000    0.001    0.001 monotonic.py:16(<module>)
        1    0.000    0.000    0.000    0.000 operations.py:15(<module>)
        1    0.000    0.000    0.000    0.000 topology.py:64(Topology)
        1    0.000    0.000    0.000    0.000 core.py:260(AgnosticClientSession)
        1    0.000    0.000    0.000    0.000 thread.py:108(ThreadPoolExecutor)
       83    0.000    0.000    0.000    0.000 {method 'reverse' of 'list' objects}
        4    0.000    0.000    0.000    0.000 weakref.py:354(__init__)
        7    0.000    0.000    0.000    0.000 re.py:252(escape)
        1    0.000    0.000    0.000    0.000 __init__.py:949(__init__)
       24    0.000    0.000    0.000    0.000 tokenize.py:143(<listcomp>)
        1    0.000    0.000    0.000    0.000 token.py:1(<module>)
        7    0.000    0.000    0.000    0.000 ssl.py:391(_encode_hostname)
        8    0.000    0.000    0.000    0.000 coroutines.py:173(iscoroutine)
        1    0.000    0.000    0.000    0.000 format_helpers.py:1(<module>)
        1    0.000    0.000    0.000    0.000 base_subprocess.py:1(<module>)
        1    0.000    0.000    0.000    0.000 selector_events.py:53(BaseSelectorEventLoop)
        4    0.000    0.000    0.000    0.000 six.py:819(with_metaclass)
        2    0.000    0.000    0.001    0.000 default_settings.py:35(start_dotenv)
        2    0.000    0.000    0.000    0.000 toml.py:489(_load_date)
        1    0.000    0.000    0.000    0.000 datetime.py:1151(time)
        1    0.000    0.000    0.000    0.000 box.py:437(items)
        2    0.000    0.000    0.001    0.000 reader.py:122(determine_encoding)
       30    0.000    0.000    0.000    0.000 scanner.py:346(add_indent)
        2    0.000    0.000    0.000    0.000 scanner.py:356(fetch_stream_start)
        1    0.000    0.000    0.000    0.000 fileinput.py:73(<module>)
        2    0.000    0.000    0.028    0.014 yaml_loader.py:11(load)
        1    0.000    0.000    0.000    0.000 toml_loader.py:2(<module>)
        1    0.000    0.000    0.000    0.000 calendar.py:52(<listcomp>)
        1    0.000    0.000    0.000    0.000 factory.py:7(<module>)
       14    0.000    0.000    0.000    0.000 __init__.py:408(password)
        7    0.000    0.000    0.000    0.000 __init__.py:459(raw_path)
        1    0.000    0.000    0.000    0.000 ipaddress.py:598(_BaseNetwork)
        7    0.000    0.000    0.000    0.000 ipaddress.py:1179(_string_from_ip_int)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1066(_BaseV4)
        1    0.000    0.000    0.001    0.001 ipaddress.py:2250(_IPv6Constants)
       14    0.000    0.000    0.000    0.000 client_reqrep.py:572(_on_chunk_request_sent)
       49    0.000    0.000    0.000    0.000 utils.py:51(_has_surrogates)
        1    0.000    0.000    0.000    0.000 random.py:667(SystemRandom)
        1    0.000    0.000    0.000    0.000 tempfile.py:457(_TemporaryFileWrapper)
        1    0.000    0.000    0.000    0.000 client.py:217(HTTPResponse)
       13    0.000    0.000    0.000    0.000 abc.py:106(__init__)
        1    0.000    0.000    0.000    0.000 mimetypes.py:375(_default_mime_types)
        1    0.000    0.000    0.000    0.000 multipart.py:200(BodyPartReader)
       12    0.000    0.000    0.000    0.000 payload.py:77(register)
        1    0.000    0.000    0.001    0.001 utf8prober.py:28(<module>)
        1    0.000    0.000    0.000    0.000 big5prober.py:28(<module>)
        7    0.000    0.000    0.000    0.000 connector.py:113(release)
       14    0.000    0.000    0.000    0.000 base_protocol.py:35(connection_made)
        1    0.000    0.000    0.000    0.000 resolver.py:1(<module>)
        1    0.000    0.000    0.006    0.006 __init__.py:377(get_build_platform)
       12    0.000    0.000    0.002    0.000 __init__.py:1999(safe_listdir)
        2    0.000    0.000    0.007    0.003 __init__.py:2323(resolve)
        2    0.000    0.000    0.000    0.000 plistlib.py:489(_is_fmt_xml)
        6    0.000    0.000    0.000    0.000 pyparsing.py:3057(__init__)
        2    0.000    0.000    0.002    0.001 pyparsing.py:4722(srange)
        1    0.000    0.000    0.001    0.001 asyncio.py:66(_create_default_executor)
        1    0.000    0.000    0.000    0.000 wait.py:1(<module>)
        1    0.000    0.000    0.000    0.000 response.py:100(HTTPResponse)
        7    0.000    0.000    0.003    0.000 binance.py:121(setup_ws_client)
        1    0.000    0.000    0.000    0.000 objectid.py:40(_fnv_1a_24)
        1    0.000    0.000    0.002    0.002 compression_support.py:15(<module>)
        1    0.000    0.000    0.000    0.000 ismaster.py:48(IsMaster)
        1    0.000    0.000    0.000    0.000 core.py:241(_MotorTransactionContext)
       11    0.000    0.000    0.000    0.000 motor_gridfs.py:114(create_attribute)
        1    0.000    0.000    0.000    0.000 process.py:63(BaseProcess)
        1    0.000    0.000    0.002    0.002 expressions.py:1(<module>)
        8    0.000    0.000    0.000    0.000 {method 'split' of 'bytes' objects}
        9    0.000    0.000    0.000    0.000 {method 'write' of '_io.StringIO' objects}
        1    0.000    0.000    0.000    0.000 os.py:1003(close)
        1    0.000    0.000    0.000    0.000 socket.py:478(socketpair)
        1    0.000    0.000    0.000    0.000 ssl.py:631(SSLObject)
        4    0.000    0.000    0.000    0.000 {built-in method _struct.pack}
        2    0.000    0.000    0.000    0.000 log.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __future__.py:48(<module>)
        7    0.000    0.000    0.001    0.000 parser.py:471(parse_flow_sequence_first_entry)
        2    0.000    0.000    0.020    0.010 composer.py:50(compose_document)
        7    0.000    0.000    0.000    0.000 constructor.py:223(construct_yaml_int)
        2    0.000    0.000    0.000    0.000 main.py:183(resolve_nested_variables)
        1    0.000    0.000    0.000    0.000 ini_loader.py:2(<module>)
        1    0.000    0.000    0.000    0.000 functional.py:1(<module>)
        1    0.000    0.000    0.000    0.000 flask_dynaconf.py:2(<module>)
        8    0.000    0.000    0.000    0.000 typing.py:642(<listcomp>)
        1    0.000    0.000    0.000    0.000 tz.py:36(tzutc)
       14    0.000    0.000    0.000    0.000 {method 'extend' of 'multidict._multidict.MultiDict' objects}
        1    0.000    0.000    0.004    0.004 _compat.py:125(make_set_closure_cell)
        3    0.000    0.000    0.000    0.000 __init__.py:73(CFUNCTYPE)
        1    0.000    0.000    0.000    0.000 cookies.py:253(Morsel)
       10    0.000    0.000    0.000    0.000 _policybase.py:104(<genexpr>)
        1    0.000    0.000    0.000    0.000 pathlib.py:270(_PosixFlavour)
        1    0.000    0.000    0.000    0.000 connector.py:605(TCPConnector)
        1    0.000    0.000    0.000    0.000 pickle.py:372(_Pickler)
        1    0.000    0.000    0.000    0.000 worker.py:1(<module>)
       12    0.000    0.000    0.000    0.000 plistlib.py:277(add_object)
        1    0.000    0.000    0.000    0.000 _osx_support.py:429(get_platform_osx)
        6    0.000    0.000    0.000    0.000 utils.py:792(default_user_agent)
       12    0.000    0.000    0.000    0.000 sessions.py:720(<listcomp>)
       12    0.000    0.000    0.000    0.000 adapters.py:56(__init__)
        1    0.000    0.000    0.001    0.001 formatting.py:1(<module>)
        1    0.000    0.000    0.000    0.000 hitbtc.py:3(<module>)
        1    0.000    0.000    0.000    0.000 kraken.py:3(<module>)
        1    0.000    0.000    0.000    0.000 numbers.py:32(Complex)
        1    0.000    0.000    0.000    0.000 driver_info.py:15(<module>)
        6    0.000    0.000    0.000    0.000 read_preferences.py:90(__init__)
        1    0.000    0.000    0.000    0.000 periodic_executor.py:15(<module>)
        1    0.000    0.000    0.000    0.000 server_description.py:200(is_server_type_known)
        1    0.000    0.000    0.000    0.000 motor_py2_compat.py:15(<module>)
        1    0.000    0.000    0.000    0.000 core.py:862(AgnosticBaseCursor)
        1    0.000    0.000    0.000    0.000 core.py:1200(AgnosticCursor)
        1    0.000    0.000    0.000    0.000 context.py:264(<listcomp>)
        1    0.000    0.000    0.000    0.000 process.py:341(__init__)
        6    0.000    0.000    0.000    0.000 enum.py:784(_missing_)
        8    0.000    0.000    0.002    0.000 hashlib.py:73(__get_builtin_constructor)
       42    0.000    0.000    0.000    0.000 threading.py:507(is_set)
        1    0.000    0.000    0.000    0.000 threading.py:739(Thread)
       78    0.000    0.000    0.000    0.000 inspect.py:2826(return_annotation)
        1    0.000    0.000    0.000    0.000 events.py:654(new_event_loop)
        8    0.000    0.000    0.000    0.000 futures.py:272(_get_loop)
        1    0.000    0.000    0.053    0.053 base.py:108(_setup)
        1    0.000    0.000    0.000    0.000 decoder.py:284(__init__)
       22    0.000    0.000    0.000    0.000 events.py:5(__init__)
        2    0.000    0.000    0.000    0.000 scanner.py:48(__init__)
        1    0.000    0.000    0.002    0.002 constructor.py:157(SafeConstructor)
        2    0.000    0.000    0.000    0.000 main.py:224(find_dotenv)
        1    0.000    0.000    0.000    0.000 unicode_escape.py:8(<module>)
       27    0.000    0.000    0.000    0.000 _make.py:337(<dictcomp>)
       27    0.000    0.000    0.000    0.000 _make.py:352(<listcomp>)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1262(IPv4Address)
        1    0.000    0.000    0.000    0.000 client_reqrep.py:577(ClientResponse)
        7    0.000    0.000    0.003    0.000 feedparser.py:173(feed)
       15    0.000    0.000    0.000    0.000 message.py:588(get_content_maintype)
        7    0.000    0.000    0.000    0.000 connector.py:94(add_callback)
        3    0.000    0.000    0.000    0.000 cookiejar.py:208(_is_domain_match)
        1    0.000    0.000    0.024    0.024 __init__.py:546(__init__)
        4    0.000    0.000    0.000    0.000 specifiers.py:650(__eq__)
        3    0.000    0.000    0.000    0.000 pyparsing.py:3123(__init__)
       58    0.000    0.000    0.000    0.000 pyparsing.py:4255(postParse)
        2    0.000    0.000    0.000    0.000 pyparsing.py:4409(delimitedList)
      102    0.000    0.000    0.000    0.000 pyparsing.py:4664(<lambda>)
        2    0.000    0.000    0.001    0.000 _osx_support.py:83(_get_system_version)
        1    0.000    0.000    0.000    0.000 base.py:757(_create_default_jobstore)
        1    0.000    0.000    0.000    0.000 url.py:14(Url)
       12    0.000    0.000    0.000    0.000 request.py:41(__init__)
        6    0.000    0.000    0.000    0.000 cookiejar.py:1197(vals_sorted_by_key)
        1    0.000    0.000    0.000    0.000 _unicodefun.py:1(<module>)
        8    0.000    0.000    0.000    0.000 decorators.py:130(_param_memo)
        1    0.000    0.000    0.000    0.000 bibox.py:15(BiboxRest)
        7    0.000    0.000    0.003    0.000 binance.py:125(subscribe)
        1    0.000    0.000    0.000    0.000 fcoin.py:3(<module>)
        1    0.000    0.000    0.000    0.000 kucoin.py:3(<module>)
        1    0.000    0.000    0.000    0.000 upbit.py:3(<module>)
        1    0.000    0.000    0.000    0.000 numbers.py:6(<module>)
        5    0.000    0.000    0.000    0.000 common.py:595(validate)
        1    0.000    0.000    0.000    0.000 client_session.py:267(ClientSession)
        1    0.000    0.000    0.000    0.000 son_manipulator.py:34(<module>)
        1    0.000    0.000    0.000    0.000 thread_util.py:15(<module>)
        1    0.000    0.000    0.000    0.000 topology_description.py:32(TopologyDescription)
        1    0.000    0.000    0.000    0.000 grid_file.py:397(GridOut)
       28    0.000    0.000    0.000    0.000 {method 'clear' of 'list' objects}
       12    0.000    0.000    0.000    0.000 {method 'extend' of 'collections.deque' objects}
       66    0.000    0.000    0.000    0.000 {built-in method _stat.S_ISLNK}
        9    0.000    0.000    0.000    0.000 posixpath.py:232(expanduser)
        4    0.000    0.000    0.000    0.000 __init__.py:744(_addHandlerRef)
        1    0.000    0.000    0.001    0.001 string.py:65(__init__)
        1    0.000    0.000    0.001    0.001 string.py:15(<module>)
        8    0.000    0.000    0.000    0.000 socket.py:412(_real_close)
        1    0.000    0.000    0.000    0.000 subprocess.py:966(wait)
        7    0.000    0.000    0.000    0.000 ssl.py:741(cipher)
        2    0.000    0.000    0.000    0.000 coroutines.py:17(_is_debug_mode)
        1    0.000    0.000    0.000    0.000 inspect.py:2428(Parameter)
        1    0.000    0.000    0.000    0.000 sslproto.py:284(_SSLProtocolTransport)
       14    0.000    0.000    0.000    0.000 transports.py:12(__init__)
        1    0.000    0.000    0.053    0.053 base.py:141(__init__)
       15    0.000    0.000    0.000    0.000 six.py:181(_get_module)
        2    0.000    0.000    0.000    0.000 parse_conf.py:32(parse_with_toml)
       36    0.000    0.000    0.000    0.000 box.py:626(__iter__)
        1    0.000    0.000    0.000    0.000 events.py:4(<module>)
        1    0.000    0.000    0.009    0.009 reader.py:18(<module>)
        7    0.000    0.000    0.000    0.000 scanner.py:421(fetch_flow_sequence_start)
        2    0.000    0.000    0.021    0.010 composer.py:29(get_single_node)
        4    0.000    0.000    0.000    0.000 main.py:206(_walk_to_root)
        2    0.000    0.000    0.000    0.000 unicode_escape.py:36(getregentry)
        1    0.000    0.000    0.000    0.000 py_loader.py:1(<module>)
        1    0.000    0.000    0.001    0.001 bisect.py:1(<module>)
        1    0.000    0.000    0.000    0.000 util.py:2(<module>)
        1    0.000    0.000    0.000    0.000 locales.py:28(Locale)
        1    0.000    0.000    0.000    0.000 locales.py:1402(SlovakLocale)
        7    0.000    0.000    0.000    0.000 {method 'popone' of 'multidict._multidict.MultiDict' objects}
