         466104169 function calls (439067109 primitive calls) in 1497.898 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       22    0.000    0.000    0.000    0.000 {method '__exit__' of '_thread.lock' objects}
        1    0.000    0.000    0.000    0.000 base_events.py:150(_run_until_complete_cb)
        4    0.000    0.000    0.000    0.000 base_events.py:1761(_set_coroutine_origin_tracking)
        2    0.000    0.000    0.000    0.000 __init__.py:792(createLock)
        1    0.000    0.000    0.000    0.000 threading.py:335(notify)
       21    0.000    0.000    0.000    0.000 {method 'fileno' of '_socket.socket' objects}
        6    0.000    0.000    0.000    0.000 inspect.py:594(getdoc)
        1    0.000    0.000    0.000    0.000 sslproto.py:36(_SSLPipe)
        5    0.000    0.000    0.000    0.000 sslproto.py:289(__init__)
       10    0.000    0.000    0.000    0.000 transports.py:12(__init__)
        1    0.000    0.000    0.000    0.000 unix_events.py:422(_UnixReadPipeTransport)
        4    0.000    0.000    0.000    0.000 six.py:826(__new__)
        4    0.000    0.000    0.000    0.000 six.py:824(metaclass)
        5    0.000    0.000    0.000    0.000 datetime.py:408(_check_time_fields)
        2    0.000    0.000    0.000    0.000 parser.py:81(__init__)
        5    0.000    0.000    0.000    0.000 constructor.py:110(construct_sequence)
        1    0.000    0.000    0.000    0.000 representer.py:13(BaseRepresenter)
        2    0.000    0.000    0.000    0.000 base.py:21(__init__)
        1    0.000    0.000    0.000    0.000 files.py:1(<module>)
        1    0.000    0.000    0.001    0.001 validator.py:2(<module>)
        1    0.000    0.000    0.000    0.000 typing.py:591(_GenericAlias)
        1    0.000    0.000    0.000    0.000 tz.py:374(tzfile)
        1    0.000    0.000    0.000    0.000 __init__.py:373(__getitem__)
       27    0.000    0.000    0.000    0.000 _make.py:415(<genexpr>)
        1    0.000    0.000    0.000    0.000 _make.py:1501(_CountingAttr)
        6    0.000    0.000    0.000    0.000 __init__.py:492(raw_query_string)
       20    0.000    0.000    0.000    0.000 parse.py:150(password)
        5    0.000    0.000    0.000    0.000 client_exceptions.py:155(__init__)
       33    0.000    0.000    0.000    0.000 helpers.py:55(<genexpr>)
        1    0.000    0.000    0.000    0.000 helpers.py:76(BasicAuth)
       12    0.000    0.000    0.000    0.000 feedparser.py:122(pushlines)
        1    0.000    0.000    0.000    0.000 header.py:179(Header)
        1    0.000    0.000    0.000    0.000 request.py:611(BaseHandler)
        1    0.000    0.000    0.000    0.000 request.py:651(HTTPRedirectHandler)
        1    0.000    0.000    0.000    0.000 client.py:779(HTTPConnection)
        1    0.000    0.000    0.000    0.000 :1(ProxyInfoAttributes)
        1    0.000    0.000    0.000    0.000 http_exceptions.py:1(<module>)
        1    0.000    0.000    0.000    0.000 http_websocket.py:38(WSMsgType)
        1    0.000    0.000    0.000    0.000 multipart.py:460(MultipartReader)
        1    0.000    0.000    0.000    0.000 payload.py:63(__init__)
        1    0.000    0.000    0.000    0.000 sbcharsetprober.py:33(SingleByteCharSetProber)
        1    0.000    0.000    0.000    0.000 :1(ConnectionKeyAttributes)
        5    0.000    0.000    0.000    0.000 connector.py:94(add_callback)
        1    0.000    0.000    0.000    0.000 tracing.py:149(TraceRequestEndParams)
        1    0.000    0.000    0.003    0.003 signals.py:1(<module>)
        1    0.000    0.000    0.000    0.000 frozenlist.py:14(PyFrozenList)
        4    0.000    0.000    0.000    0.000 __init__.py:130(_declare_state)
        1    0.000    0.000    0.002    0.002 __init__.py:466(get_distribution)
        1    0.000    0.000    0.000    0.000 __init__.py:543(WorkingSet)
        1    0.000    0.000    0.006    0.006 __init__.py:950(Environment)
        2    0.000    0.000    0.081    0.040 __init__.py:2308(load)
        1    0.000    0.000    0.000    0.000 zipfile.py:1124(ZipFile)
        5    0.000    0.000    0.000    0.000 six.py:159(_resolve)
        2    0.000    0.000    0.000    0.000 specifiers.py:650(__eq__)
        1    0.000    0.000    0.000    0.000 _compat.py:4(<module>)
       33    0.000    0.000    0.000    0.000 requirements.py:57(<lambda>)
        9    0.000    0.000    0.000    0.000 pyparsing.py:681(asList)
        3    0.000    0.000    0.000    0.000 pyparsing.py:1836(__mul__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3020(__init__)
        9    0.000    0.000    0.000    0.000 pyparsing.py:4156(__str__)
        1    0.000    0.000    0.000    0.000 sysconfig.py:183(_getuserbase)
        1    0.000    0.000    0.001    0.001 sysconfig.py:411(_init_posix)
        1    0.000    0.000    0.000    0.000 base.py:757(_create_default_jobstore)
        4    0.000    0.000    0.000    0.000 base.py:920(_create_lock)
        1    0.000    0.000    0.000    0.000 base.py:34(BaseJobStore)
       20    0.000    0.000    0.000    0.000 util.py:43(asint)
        1    0.000    0.000    0.000    0.000 __init__.py:49(check_compatibility)
        1    0.000    0.000    0.000    0.000 cookies.py:171(RequestsCookieJar)
        1    0.000    0.000    0.000    0.000 utils.py:37(SessionWrapperAbstract)
        5    0.000    0.000    0.000    0.000 core.py:1720(_parse_decls)
        1    0.000    0.000    0.000    0.000 decorators.py:239(decorator)
        1    0.000    0.000    0.000    0.000 bitfinex.py:16(BitfinexRest)
        8    0.000    0.000    0.000    0.000 bitmex.py:48(register_quote_bin)
        1    0.000    0.000    0.000    0.000 kraken.py:15(KrakenRest)
        1    0.000    0.000    0.000    0.000 okex_future.py:18(OkexFutureRest)
        1    0.000    0.000    0.000    0.000 code.py:16(<module>)
       27    0.000    0.000    0.000    0.000 objectid.py:34(<lambda>)
        1    0.000    0.000    0.000    0.000 monitoring.py:663(_EventListeners)
        1    0.000    0.000    0.000    0.000 driver_info.py:15(<module>)
        1    0.000    0.000    0.001    0.001 max_staleness_selectors.py:28(<module>)
        1    0.000    0.000    0.000    0.000 periodic_executor.py:26(__init__)
        1    0.000    0.000    0.000    0.000 reduction.py:33(ForkingPickler)
        4    0.000    0.000    0.000    0.000 __init__.py:65(<genexpr>)
        2    0.000    0.000    0.000    0.000 {method 'deleter' of 'property' objects}
       45    0.000    0.000    0.000    0.000 {built-in method builtins.divmod}
       56    0.000    0.000    0.000    0.000 {built-in method _sre.ascii_iscased}
        4    0.000    0.000    0.000    0.000 {method 'groups' of 're.Match' objects}
       15    0.000    0.000    0.000    0.000 codecs.py:331(getstate)
        1    0.000    0.000    0.000    0.000 os.py:40(_get_exports_list)
       15    0.000    0.000    0.000    0.000 contextlib.py:355(__enter__)
        1    0.000    0.000    0.000    0.000 main.py:14(Main)
       15    0.000    0.000    0.000    0.000 enum.py:846(_high_bit)
        1    0.000    0.000    0.000    0.000 base_events.py:1779(set_debug)
        2    0.000    0.000    0.002    0.001 platform.py:570(mac_ver)
        1    0.000    0.000    0.000    0.000 __init__.py:1245(_fixupChildren)
        1    0.000    0.000    0.000    0.000 traceback.py:223(FrameSummary)
       69    0.000    0.000    0.000    0.000 signal.py:22(<lambda>)
        1    0.000    0.000    0.001    0.001 ssl.py:387(__new__)
        5    0.000    0.000    0.000    0.000 ssl.py:741(cipher)
        1    0.000    0.000    0.000    0.000 coroutines.py:35(CoroWrapper)
        4    0.000    0.000    0.000    0.000 {built-in method _asyncio._set_running_loop}
        1    0.000    0.000    0.000    0.000 locks.py:47(_ContextManagerMixin)
        1    0.000    0.000    0.000    0.000 queues.py:219(PriorityQueue)
        1    0.000    0.000    0.000    0.000 subprocess.py:17(SubprocessStreamProtocol)
        1    0.000    0.000    0.000    0.000 unix_events.py:1093(__init__)
       24    0.000    0.000    0.000    0.000 six.py:75(_add_doc)
       16    0.000    0.000    0.000    0.000 six.py:189(__get_module)
       35    0.000    0.000    0.000    0.000 datetime.py:378(_check_int_field)
        5    0.000    0.000    0.000    0.000 datetime.py:395(_check_date_fields)
        1    0.000    0.000    0.000    0.000 constructor.py:13(BaseConstructor)
        2    0.000    0.000    0.001    0.000 main.py:253(load_dotenv)
        1    0.000    0.000    0.000    0.000 validator_conditions.py:5(<module>)
        1    0.000    0.000    0.000    0.000 locales.py:187(EnglishLocale)
        1    0.000    0.000    0.000    0.000 __init__.py:332(__init__)
        5    0.000    0.000    0.000    0.000 __init__.py:459(raw_path)
        1    0.000    0.000    0.000    0.000 client_reqrep.py:138(ConnectionKey)
        1    0.000    0.000    0.000    0.000 helpers.py:700(HeadersMixin)
        1    0.000    0.000    0.000    0.000 header.py:541(_Accumulator)
        1    0.000    0.000    0.000    0.000 pathlib.py:378(_NormalAccessor)
        1    0.000    0.000    0.000    0.000 request.py:630(HTTPErrorProcessor)
        1    0.000    0.000    0.000    0.000 request.py:1557(CacheFTPHandler)
        1    0.000    0.000    0.000    0.000 request.py:2361(ftpwrapper)
        1    0.000    0.000    0.000    0.000 server.py:954(CGIHTTPRequestHandler)
        1    0.000    0.000    0.000    0.000 socketserver.py:387(TCPServer)
        1    0.000    0.000    0.000    0.000 http_writer.py:17(StreamWriter)
        1    0.000    0.000    0.000    0.000 http_websocket.py:21(WSCloseCode)
        3    0.000    0.000    0.000    0.000 payload.py:52(__call__)
        1    0.000    0.000    0.000    0.000 payload.py:291(JsonPayload)
        1    0.000    0.000    0.000    0.000 compat.py:22(<module>)
        1    0.000    0.000    0.000    0.000 codingstatemachine.py:33(CodingStateMachine)
        1    0.000    0.000    0.000    0.000 euctwprober.py:33(EUCTWProber)
        1    0.000    0.000    0.000    0.000 hebrewprober.py:128(HebrewProber)
        5    0.000    0.000    0.000    0.000 connector.py:98(_notify_release)
        5    0.000    0.000    0.000    0.000 connector.py:358(closed)
        1    0.000    0.000    0.000    0.000 locks.py:5(EventResultOrError)
        9    0.000    0.000    0.000    0.000 resolver.py:23(__init__)
        1    0.000    0.000    0.000    0.000 tracing.py:129(TraceRequestStartParams)
        1    0.000    0.000    0.001    0.001 __init__.py:357(_macosx_vers)
        2    0.000    0.000    0.000    0.000 plistlib.py:300(begin_dict)
        1    0.000    0.000    0.000    0.000 __about__.py:4(<module>)
        2    0.000    0.000    0.000    0.000 pyparsing.py:1265(addParseAction)
        4    0.000    0.000    0.000    0.000 pyparsing.py:1800(__radd__)
        3    0.000    0.000    0.000    0.000 pyparsing.py:3123(__init__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3215(ParseExpression)
        5    0.000    0.000    0.000    0.000 pyparsing.py:4251(__init__)
        1    0.000    0.000    0.000    0.000 base.py:283(add_jobstore)
        1    0.000    0.000    0.005    0.005 unix.py:1(<module>)
        1    0.000    0.000    0.000    0.000 lazy.py:172(<listcomp>)
        1    0.000    0.000    0.000    0.000 base.py:29(__init__)
        1    0.000    0.000    0.000    0.000 base.py:33(start)
        1    0.000    0.000    0.000    0.000 memory.py:14(__init__)
        1    0.000    0.000    0.000    0.000 connection.py:71(HTTPConnection)
        1    0.000    0.000    0.000    0.000 retry.py:28(Retry)
        1    0.000    0.000    0.000    0.000 core.py:9(<module>)
        4    0.000    0.000    0.000    0.000 cookiejar.py:1201(deepvalues)
        1    0.000    0.000    0.000    0.000 core.py:898(MultiCommand)
        1    0.000    0.000    0.000    0.000 core.py:1420(Option)
        1    0.000    0.000    0.000    0.000 formatting.py:89(HelpFormatter)
        5    0.000    0.000    0.000    0.000 decorators.py:149(decorator)
        1    0.000    0.000    0.000    0.000 bittrex.py:14(BittrexRest)
        1    0.000    0.000    0.000    0.000 coinbase_pro.py:19(CoinbaseProRest)
       12    0.000    0.000    0.000    0.000 son.py:85(iteritems)
        1    0.000    0.000    0.000    0.000 read_concern.py:20(ReadConcern)
        1    0.000    0.000    0.000    0.000 read_concern.py:15(<module>)
        2    0.000    0.000    0.000    0.000 read_preferences.py:203(__init__)
        1    0.000    0.000    0.000    0.000 server_selectors.py:15(<module>)
        1    0.000    0.000    0.000    0.000 bulk.py:143(_Bulk)
        1    0.000    0.000    0.000    0.000 command_cursor.py:33(CommandCursor)
        1    0.000    0.000    0.000    0.000 client_options.py:42(_parse_read_preference)
        1    0.000    0.000    0.000    0.000 ismaster.py:76(all_hosts)
        1    0.000    0.000    0.000    0.000 settings.py:105(get_topology_type)
        1    0.000    0.000    0.000    0.000 mongo_replica_set_client.py:15(<module>)
       11    0.000    0.000    0.000    0.000 metaprogramming.py:233(__init__)
        1    0.000    0.000    0.000    0.000 docstrings.py:15(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:36(GridFS)
       10    0.000    0.000    0.000    0.000 grid_file.py:85(_grid_out_property)
        5    0.000    0.000    0.000    0.000 {method 'join' of 'bytes' objects}
       43    0.000    0.000    0.000    0.000 {method 'isalnum' of 'str' objects}
       16    0.000    0.000    0.000    0.000 {built-in method builtins.next}
       23    0.000    0.000    0.000    0.000 {built-in method _stat.S_ISREG}
       24    0.000    0.000    0.000    0.000 {method 'seek' of '_io.StringIO' objects}
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:232(_requires_builtin_wrapper)
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:740(create_module)
        1    0.000    0.000    0.000    0.000 __init__.py:426(_asdict)
        1    0.000    0.000    0.000    0.000 __init__.py:419(Formatter)
        1    0.000    0.000    0.000    0.000 converters.py:3(<module>)
        2    0.000    0.000    0.000    0.000 tokenize.py:380(find_cookie)
        1    0.000    0.000    0.000    0.000 threading.py:358(notify_all)
        1    0.000    0.000    0.000    0.000 threading.py:204(Condition)
        1    0.000    0.000    0.000    0.000 subprocess.py:831(__del__)
        3    0.000    0.000    0.000    0.000 ssl.py:505(options)
        1    0.000    0.000    0.000    0.000 constants.py:1(<module>)
        1    0.000    0.000    0.000    0.000 events.py:104(TimerHandle)
        1    0.000    0.000    0.000    0.000 sslproto.py:405(SSLProtocol)
        1    0.000    0.000    0.000    0.000 tasks.py:51(Task)
       10    0.000    0.000    0.000    0.000 selector_events.py:643(set_protocol)
        5    0.000    0.000    0.000    0.000 selector_events.py:663(__del__)
        1    0.000    0.000    0.000    0.000 base.py:22(LazySettings)
        1    0.000    0.000    0.013    0.013 base.py:541(loaders)
        3    0.000    0.000    0.000    0.000 six.py:103(MovedModule)
        2    0.000    0.000    0.000    0.000 __init__.py:63(compat_kwargs)
        1    0.000    0.000    0.039    0.039 boxing.py:3(<module>)
        2    0.000    0.000    0.000    0.000 parser.py:159(parse_document_start)
        2    0.000    0.000    0.000    0.000 parser.py:190(parse_document_end)
        2    0.000    0.000    0.019    0.009 constructor.py:33(get_single_data)
       10    0.000    0.000    0.000    0.000 constructor.py:390(construct_yaml_seq)
        1    0.000    0.000    0.000    0.000 resolver.py:12(BaseResolver)
        1    0.000    0.000    0.000    0.000 representer.py:132(SafeRepresenter)
        1    0.000    0.000    0.000    0.000 compat.py:1(<module>)
        3    0.000    0.000    0.000    0.000 functional.py:230(__setattr__)
        5    0.000    0.000    0.000    0.000 typing.py:297(__new__)
        1    0.000    0.000    0.000    0.000 typing.py:1558(TextIO)
        1    0.000    0.000    0.000    0.000 tz.py:316(_ttinfo)
        1    0.000    0.000    0.000    0.000 tz.py:1020(tzstr)
        8    0.000    0.000    0.000    0.000 relativedelta.py:13(<genexpr>)
        1    0.000    0.000    0.000    0.000 calendar.py:50(_localized_month)
        1    0.000    0.000    0.000    0.000 locales.py:238(ItalianLocale)
        1    0.000    0.000    0.000    0.000 locales.py:795(_DeutschLocaleCommonMixin)
        1    0.000    0.000    0.000    0.000 locales.py:1757(EsperantoLocale)
        1    0.000    0.000    0.000    0.000 locales.py:1864(BengaliLocale)
        1    0.000    0.000    0.000    0.000 locales.py:2113(NepaliLocale)
       38    0.000    0.000    0.000    0.000 {built-in method _ctypes.sizeof}
        7    0.000    0.000    0.000    0.000 _make.py:1512(<genexpr>)
       14    0.000    0.000    0.000    0.000 __init__.py:40(__init__)
        5    0.000    0.000    0.000    0.000 __init__.py:316(is_absolute)
        1    0.000    0.000    0.000    0.000 ipaddress.py:385(_IPAddressBase)
        2    0.000    0.000    0.000    0.000 parse.py:449(urlunparse)
        1    0.000    0.000    0.000    0.000 client_reqrep.py:51(RequestInfo)
       10    0.000    0.000    0.000    0.000 client_reqrep.py:385(update_auth)
       10    0.000    0.000    0.000    0.000 client_reqrep.py:639(headers)
        3    0.000    0.000    0.000    0.000 cookies.py:488(__setitem__)
        5    0.000    0.000    0.000    0.000 helpers.py:614(register)
        1    0.000    0.000    0.000    0.000 feedparser.py:136(FeedParser)
        2    0.000    0.000    0.001    0.000 random.py:88(__init__)
        5    0.000    0.000    0.000    0.000 message.py:303(set_payload)
       20    0.000    0.000    0.000    0.000 message.py:606(get_default_type)
        1    0.000    0.000    0.000    0.000 tempfile.py:457(_TemporaryFileWrapper)
        1    0.000    0.000    0.000    0.000 request.py:909(HTTPPasswordMgrWithPriorAuth)
        1    0.000    0.000    0.000    0.000 client.py:1345(HTTPSConnection)
        1    0.000    0.000    0.000    0.000 abc.py:6(AbstractRouter)
        1    0.000    0.000    0.000    0.000 http_websocket.py:35(<setcomp>)
        1    0.000    0.000    0.000    0.000 enums.py:5(<module>)
        1    0.000    0.000    0.000    0.000 langhebrewmodel.py:38(<module>)
        5    0.000    0.000    0.000    0.000 connector.py:57(__del__)
        5    0.000    0.000    0.000    0.000 client_proto.py:48(force_close)
        3    0.000    0.000    0.000    0.000 cookiejar.py:208(_is_domain_match)
        1    0.000    0.000    0.000    0.000 :1(TraceRequestStartParamsAttributes)
        1    0.000    0.000    0.024    0.024 __init__.py:546(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:1116(ResourceManager)
        1    0.000    0.000    0.000    0.000 __init__.py:1596(ZipProvider)
        1    0.000    0.000    0.000    0.000 __init__.py:2948(Requirement)
        1    0.000    0.000    0.000    0.000 zipfile.py:1049(_ZipWriteFile)
        1    0.000    0.000    0.000    0.000 zipfile.py:1899(PyZipFile)
        2    0.000    0.000    0.000    0.000 six.py:469(Module_six_moves_urllib)
       12    0.000    0.000    0.000    0.000 version.py:57(<lambda>)
        9    0.000    0.000    0.000    0.000 pyparsing.py:695(<listcomp>)
        4    0.000    0.000    0.000    0.000 pyparsing.py:1979(__invert__)
        1    0.000    0.000    0.000    0.000 sysconfig.py:326(get_makefile_filename)
        1    0.000    0.000    0.000    0.000 exceptions.py:3(<module>)
        1    0.000    0.000    0.000    0.000 tzinfo.py:18(memorized_timedelta)
        1    0.000    0.000    0.000    0.000 lazy.py:118(<listcomp>)
        1    0.000    0.000    0.000    0.000 tzinfo.py:156(DstTzInfo)
        1    0.000    0.000    0.000    0.000 base.py:41(start)
        1    0.000    0.000    0.000    0.000 request.py:10(RequestMethods)
        1    0.000    0.000    0.000    0.000 pyopenssl.py:43(<module>)
        1    0.000    0.000    0.000    0.000 cookiejar.py:860(DefaultCookiePolicy)
        8    0.000    0.000    0.000    0.000 hooks.py:18(<genexpr>)
        1    0.000    0.000    0.003    0.003 api.py:11(<module>)
        1    0.000    0.000    0.000    0.000 utils.py:105(SessionWrapper)
        1    0.000    0.000    0.000    0.000 types.py:128(Choice)
        3    0.000    0.000    0.000    0.000 _compat.py:611(_make_cached_stream_func)
        5    0.000    0.000    0.000    0.000 parser.py:81(split_opt)
        1    0.000    0.000    0.000    0.000 bitfinex.py:120(BitfinexWebsocket)
        7    0.000    0.000    0.000    0.000 bitflyer.py:94(register_trades)
        8    0.000    0.000    0.000    0.000 bitmex.py:71(register_orderbook10)
        1    0.000    0.000    0.000    0.000 bitZ.py:15(BitZRest)
        1    0.000    0.000    0.000    0.000 gateio.py:17(GateIORest)
        1    0.000    0.000    0.000    0.000 gateio.py:72(GateIOWebsocket)
        1    0.000    0.000    0.000    0.000 okex_spot.py:91(OkexSpotWebsocket)
        1    0.000    0.000    0.000    0.000 queues.py:14(QueueTunnel)
        1    0.000    0.000    0.000    0.000 _bitmex.py:23(BitmexTrade)
        1    0.000    0.000    0.000    0.000 bitmex.py:23(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:996(BSON)
        1    0.000    0.000    0.000    0.000 codec_options.py:174(_parse_codec_options)
        1    0.000    0.000    0.000    0.000 read_preferences.py:84(_ServerMode)
        1    0.000    0.000    0.000    0.000 client_options.py:69(_parse_ssl_options)
        1    0.000    0.000    0.000    0.000 topology_description.py:33(__init__)
        1    0.000    0.000    0.000    0.000 settings.py:116(<listcomp>)
        5    0.000    0.000    0.000    0.000 metaprogramming.py:131(coroutine_annotation)
        1    0.000    0.000    0.000    0.000 motor_common.py:15(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:12(CronTrigger)
        1    0.000    0.000    0.001    0.001 expressions.py:191(WeekdayPositionExpression)
        1    0.000    0.000    0.000    0.000 uts46data.py:112(_seg_1)
        1    0.000    0.000    0.000    0.000 {built-in method posix.WIFSIGNALED}
        2    0.000    0.000    0.000    0.000 {built-in method _functools.reduce}
       12    0.000    0.000    0.000    0.000 {method 'truncate' of '_io.StringIO' objects}
        1    0.000    0.000    0.000    0.000 os.py:681(__setitem__)
        1    0.000    0.000    0.013    0.013 __init__.py:109(import_module)
       16    0.000    0.000    0.000    0.000 sre_parse.py:162(__delitem__)
        1    0.000    0.000    0.000    0.000 base_events.py:228(Server)
        1    0.000    0.000    0.000    0.000 _base.py:71(_AsCompletedWaiter)
        3    0.000    0.000    0.000    0.000 __init__.py:1480(addHandler)
        1    0.000    0.000    0.000    0.000 threading.py:1166(__init__)
        1    0.000    0.000    0.000    0.000 threading.py:1183(_DummyThread)
        1    0.000    0.000    0.000    0.000 socket.py:546(SocketIO)
        1    0.000    0.000    0.000    0.000 selectors.py:63(__init__)
        1    0.000    0.000    0.000    0.000 selectors.py:80(BaseSelector)
        1    0.000    0.000    0.000    0.000 subprocess.py:1306(_get_handles)
        1    0.000    0.000    0.000    0.000 inspect.py:2400(_ParameterKind)
        3    0.000    0.000    0.000    0.000 events.py:723(get_event_loop_policy)
        1    0.000    0.000    0.000    0.000 protocols.py:9(BaseProtocol)
        1    0.000    0.000    0.000    0.000 transports.py:1(<module>)
        1    0.000    0.000    0.000    0.000 unix_events.py:1089(_UnixDefaultEventLoopPolicy)
        1    0.000    0.000    0.000    0.000 base.py:72(__init__)
       26    0.000    0.000    0.000    0.000 base.py:327(loaded_by_loaders)
        2    0.000    0.000    0.000    0.000 base.py:396(current_env)
        3    0.000    0.000    0.000    0.000 six.py:173(__init__)
        1    0.000    0.000    0.000    0.000 six.py:475(Module_six_moves_urllib)
        1    0.000    0.000    0.000    0.000 box.py:767(BoxList)
        1    0.000    0.000    0.000    0.000 box.py:1054(SBox)
        1    0.000    0.000    0.000    0.000 tokens.py:17(DirectiveToken)
        1    0.000    0.000    0.000    0.000 nodes.py:2(<module>)
        1    0.000    0.000    0.010    0.010 reader.py:45(Reader)
        5    0.000    0.000    0.000    0.000 scanner.py:421(fetch_flow_sequence_start)
        2    0.000    0.000    0.000    0.000 constructor.py:18(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:160(enable_external_loaders)
        1    0.000    0.000    0.000    0.000 typing.py:271(_Final)
        9    0.000    0.000    0.000    0.000 typing.py:322(__repr__)
        8    0.000    0.000    0.000    0.000 typing.py:642(<listcomp>)
        1    0.000    0.000    0.000    0.000 tz.py:121(tzoffset)
        1    0.000    0.000    0.000    0.000 calendar.py:546(different_locale)
        1    0.000    0.000    0.000    0.000 locales.py:491(ChineseCNLocale)
        1    0.000    0.000    0.000    0.000 locales.py:700(RussianLocale)
        1    0.000    0.000    0.000    0.000 locales.py:886(NewNorwegianLocale)
        1    0.000    0.000    0.000    0.000 locales.py:1256(MalayalamLocale)
        1    0.000    0.000    0.000    0.000 locales.py:1473(FarsiLocale)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha224}
        6    0.000    0.000    0.000    0.000 _make.py:783(_has_frozen_superclass)
        1    0.000    0.000    0.000    0.000 _config.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ipaddress.py:539(_BaseAddress)
        1    0.000    0.000    0.000    0.000 parse.py:205(_NetlocResultMixinBytes)
        2    0.000    0.000    0.000    0.000 parse.py:460(urlunsplit)
        1    0.000    0.000    0.000    0.000 quoting.py:18(_Quoter)
        1    0.000    0.000    0.000    0.000 client_exceptions.py:35(ClientResponseError)
       10    0.000    0.000    0.000    0.000 client_reqrep.py:397(update_body_from_data)
        5    0.000    0.000    0.000    0.000 client_reqrep.py:621(url)
        1    0.000    0.000    0.000    0.000 helpers.py:215(MimeType)
        1    0.000    0.000    0.000    0.000 request.py:899(HTTPPasswordMgrWithDefaultRealm)
        1    0.000    0.000    0.000    0.000 request.py:1224(AbstractHTTPHandler)
        5    0.000    0.000    0.000    0.000 streams.py:125(exception)
        1    0.000    0.000    0.000    0.000 streams.py:479(DataQueue)
        3    0.000    0.000    0.000    0.000 payload.py:42(register_payload)
        1    0.000    0.000    0.000    0.000 charsetprober.py:35(CharSetProber)
        1    0.000    0.000    0.000    0.000 euckrprober.py:34(EUCKRProber)
        4    0.000    0.000    0.000    0.000 __init__.py:8(<genexpr>)
        1    0.000    0.000    0.000    0.000 __init__.py:1576(MemoizedZipManifests)
        1    0.000    0.000    0.000    0.000 __init__.py:3086(_initialize)
        1    0.000    0.000    0.000    0.000 _structures.py:39(NegativeInfinity)
        1    0.000    0.000    0.000    0.000 pyparsing.py:1275(addCondition)
        1    0.000    0.000    0.000    0.000 pyparsing.py:1931(__xor__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3417(__init__)
       12    0.000    0.000    0.000    0.000 pyparsing.py:3472(<genexpr>)
      7/3    0.000    0.000    0.001    0.000 pyparsing.py:4142(streamline)
        2    0.000    0.000    0.000    0.000 pyparsing.py:4173(copy)
        1    0.000    0.000    0.000    0.000 sysconfig.py:339(_get_sysconfigdata_name)
        1    0.000    0.000    0.000    0.000 asyncio.py:25(AsyncIOScheduler)
        1    0.000    0.000    0.000    0.000 util.py:29(_Undefined)
        1    0.000    0.000    0.000    0.000 exceptions.py:207(IncompleteRead)
        1    0.000    0.000    0.000    0.000 queue.py:27(Queue)
        1    0.000    0.000    0.000    0.000 queue.py:239(LifoQueue)
        1    0.000    0.000    0.000    0.000 timeout.py:18(Timeout)
        1    0.000    0.000    0.000    0.000 response.py:62(GzipDecoder)
        1    0.000    0.000    0.000    0.000 logs.py:11(LogMsgFmt)
        1    0.000    0.000    0.000    0.000 logs.py:3(<module>)
        1    0.000    0.000    0.000    0.000 env_loader.py:34(load_from_env)
        1    0.000    0.000    0.000    0.000 core.py:725(Command)
        1    0.000    0.000    0.000    0.000 core.py:1218(Parameter)
        1    0.000    0.000    0.000    0.000 types.py:372(__init__)
        1    0.000    0.000    0.000    0.000 exceptions.py:5(ClickException)
        1    0.000    0.000    0.000    0.000 parser.py:191(OptionParser)
        1    0.000    0.000    0.000    0.000 gzip.py:377(_GzipReader)
        1    0.000    0.000    0.000    0.000 items.py:21(ExchangeItem)
        1    0.000    0.000    0.000    0.000 okex_spot.py:21(OkexSpotMonitor)
        1    0.000    0.000    0.000    0.000 depth.py:55(HuobiDepth)
        1    0.000    0.000    0.000    0.000 _factories.py:3(<module>)
        1    0.000    0.000    0.000    0.000 ticker.py:108(BitfinexFundingTicker)
        1    0.000    0.000    0.000    0.000 trades.py:91(BitflyerTrades)
        1    0.000    0.000    0.000    0.000 okex_future.py:23(OkexFutureMonitor)
        1    0.000    0.000    0.000    0.000 codec_options.py:150(with_options)
        1    0.000    0.000    0.000    0.000 decimal128.py:156(Decimal128)
        1    0.000    0.000    0.000    0.000 int64.py:15(<module>)
        1    0.000    0.000    0.000    0.000 tz_util.py:31(__init__)
        1    0.000    0.000    0.000    0.000 monitoring.py:438(CommandFailedEvent)
        1    0.000    0.000    0.000    0.000 server_selectors.py:20(Selection)
        1    0.000    0.000    0.000    0.000 message.py:432(_CursorAddress)
        1    0.000    0.000    0.000    0.000 message.py:1439(_OpMsg)
        1    0.000    0.000    0.000    0.000 client_session.py:582(_ServerSession)
        1    0.000    0.000    0.000    0.000 results.py:56(InsertOneResult)
        1    0.000    0.000    0.000    0.000 results.py:140(DeleteResult)
